X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
5.766821954,2.950788282,1.451991588,0.816841811,1.133669499,1.4798552,1.479701011,1.039628852,0.547062924,0.326782298,0.286206217,0.218200662,0.138043579,0.09304736,0.056209964,0.024384266
3.042173393,13.3057029,3.493764324,0.946738391,0.585428503,1.160964035,1.30394702,1.102243584,0.746270776,0.369982718,0.229549314,0.199554265,0.167062767,0.092720592,0.044676821,0.025951833
1.136911593,4.930055279,15.0198758,1.936201279,0.908287281,0.723518362,0.898138985,0.913349422,0.830161462,0.492662343,0.250454506,0.128819419,0.090269837,0.077175769,0.057795997,0.03095716
0.584596749,1.314222734,5.552346929,14.62339604,2.427552701,1.139527071,0.758976289,0.885146284,0.785897807,0.656106935,0.318905252,0.15523791,0.099121692,0.040925362,0.025338719,0.012597126
0.856343222,0.707915631,0.866885167,4.293527286,5.331648875,2.424145577,1.405511213,1.114227496,0.807114139,0.76012557,0.450589911,0.259817611,0.152628214,0.025913318,0.024822912,0.015337157
1.342016047,0.760798564,0.495213,1.284727615,2.850743827,3.405431776,2.004716668,1.474110887,1.131244852,0.848220838,0.591941875,0.325906133,0.210272985,0.026877277,0.011972893,0.008106159
1.319935933,1.69607587,1.332539961,0.675189945,1.286027173,2.058139317,2.243396903,1.773182813,1.279771421,0.95851226,0.54633771,0.371299632,0.223190236,0.028445757,0.017040689,0.010683111
1.21647631,1.705840864,1.435486341,0.91182621,0.813731217,1.460482262,1.696786704,1.999332436,1.674436067,1.070938647,0.626822881,0.324235402,0.190066974,0.046647399,0.026394222,0.007444706
0.909676281,1.288007167,1.419797877,1.201411148,0.867172615,1.160911837,1.441734107,1.538582112,1.64171744,1.285437219,0.746413313,0.295946678,0.218031256,0.028939352,0.024306436,0.008994963
0.603154386,1.082229627,1.215659398,1.525280505,0.808792988,0.936324753,1.090649132,1.23514876,1.212087221,1.113117282,0.675415976,0.362367468,0.17751112,0.025140826,0.02128597,0.013771658
0.504216873,0.817571771,1.120126215,1.059161334,0.710225725,0.878447721,0.87366868,0.828829639,1.067805225,1.059263491,0.650072472,0.418909445,0.184489534,0.028501078,0.023268349,0.018107623
0.732185174,1.040320849,0.912297509,0.817665081,0.570795511,0.788301899,0.862528748,0.699103463,0.783762745,0.695053988,0.563364963,0.397655583,0.285088255,0.073239129,0.029620486,0.016600135
0.65561302,0.914327415,0.754611608,0.611715663,0.443436371,0.626610535,0.70030286,0.782259319,0.67988362,0.636295406,0.467303666,0.464975283,0.209347861,0.098716405,0.043380304,0.011975701
0.301445459,0.586851428,0.52347369,0.213859804,0.179859811,0.172682375,0.201737883,0.200946898,0.118304081,0.08595825,0.109549928,0.134841769,0.099044214,0.064415937,0.0559025,0.013314717
0.210355233,0.666577979,0.748967022,0.508875657,0.10878051,0.184197735,0.139275501,0.230229014,0.242746449,0.185117651,0.181837359,0.155995063,0.156848906,0.099262932,0.069524359,0.072258374
0.209014101,0.35899354,0.586360699,0.431567773,0.080361493,0.083630647,0.09939502,0.122458605,0.138430868,0.108987769,0.163267402,0.078737856,0.067894372,0.079884617,0.058451662,0.03244338
