X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0,0,0,0,0,0,0,0,0,0,0,0,0,8.20605E-92,1.20585E-05,3.1644E-125
0,0,0,0,0,0,0,0,0,0,0,0,0,1.34956E-05,7.64591E-79,2.38392E-65
0,0,0.189341356,0.021885078,0.031280191,0.010122117,0.084514588,0.024285409,0.082502022,0.047561054,0.015583204,4.52401E-08,1.3602E-16,2.7978E-53,4.95801E-06,3.7772E-102
0,0,0.039006923,0.356860332,0.382777944,0.2462009,0.234478916,0.219771152,0.236964854,0.185394193,0.090085675,0.05038813,0.0292381,8.347E-06,2.85973E-06,1.88926E-31
0,0,0.068334625,0.25798904,0.668448863,0.716476426,0.610907746,0.678679058,0.495949201,0.394176714,0.249037798,0.134868849,0.10778514,9.86113E-06,1.32609E-05,3.74318E-06
0,0,0.09828762,0.25361199,0.711458041,1.339933838,0.979540363,0.96429106,0.862219624,0.599896088,0.408029961,0.222204251,0.160789455,1.60675E-05,1.01183E-05,3.01443E-06
0,0,0.113771894,0.14001701,0.503629944,0.928690198,1.241605886,1.097900313,0.95228774,0.771548453,0.385088529,0.264843515,0.153810395,1.63796E-05,4.10101E-06,3.49479E-06
0,0,0.070545017,0.281591448,0.421239567,0.879513892,0.962159235,1.340564515,1.26226701,0.866847384,0.522261281,0.244951269,0.109910075,1.22989E-05,9.13513E-06,6.02097E-06
0,0,0.077155376,0.170215958,0.479878935,0.841905732,1.014481407,1.09466661,1.298017492,1.035000197,0.615534232,0.251717709,0.155983228,1.43626E-05,1.02722E-05,1.29504E-05
0,0,0.102156982,0.211143568,0.324567523,0.628056029,0.822669045,0.911956025,0.913148772,0.884416601,0.471385548,0.282729827,0.123293074,1.6281E-05,1.08244E-05,6.09172E-06
0,0,0.089685909,0.128233518,0.219359125,0.513785098,0.611848392,0.642422127,0.841955822,0.805933876,0.506632101,0.289715222,0.11964159,1.1808E-05,1.18227E-05,1.01613E-05
0,0,0.1677844,0.104626025,0.179453541,0.369163453,0.524374234,0.498526887,0.616834775,0.482878877,0.370435845,0.273221185,0.137031264,1.34978E-05,6.5874E-06,6.65717E-06
0,0,0.145073444,0.036337186,0.182688451,0.364173863,0.409839102,0.488370755,0.511089046,0.495248601,0.313105256,0.284881888,0.120389575,2.0302E-05,8.26102E-06,1.48398E-05
7.603E-06,3.36327E-06,7.64855E-06,2.27622E-05,3.14933E-05,7.89308E-05,7.24213E-05,2.91748E-05,6.61874E-05,5.95693E-05,7.70713E-05,5.30688E-05,4.6603E-05,1.41633E-05,2.49066E-05,1.19109E-05
5.78864E-55,7.88785E-42,2.5483E-06,2.60648E-05,1.68036E-05,2.12447E-05,3.57268E-05,4.02377E-05,3.56402E-05,3.09769E-05,2.13053E-05,4.49709E-05,2.61368E-05,1.68266E-05,1.66514E-05,2.60823E-05
2.3572E-141,9.06872E-97,1.18637E-89,9.39934E-22,4.66E-05,4.69664E-05,4.69316E-05,8.42184E-05,2.77788E-05,1.03294E-05,1.06804E-05,7.26342E-75,1.10074E-65,1.02832E-05,5.16903E-49,8.28041E-43
