" 65,553.00 ",
" 64,910.00 ",
" 64,752.00 ",
" 64,684.00 ",
" 65,209.50 ",
" 65,438.00 ",
" 65,613.50 ",
" 65,694.50 ",
" 65,636.50 ",
" 65,538.00 ",
" 65,590.00 ",
" 65,500.00 ",
" 65,631.50 ",
" 65,443.50 ",
" 65,560.00 ",
" 65,498.00 ",
" 65,445.00 ",
" 65,331.50 ",
" 65,133.50 ",
" 65,121.00 ",
" 65,022.00 ",
" 64,858.50 ",
" 64,896.00 ",
" 64,929.50 ",
" 64,613.00 ",
" 64,450.50 ",
" 64,307.50 ",
" 64,212.00 ",
" 64,008.00 ",
" 63,764.00 ",
" 63,502.50 ",
" 63,519.00 ",
" 63,311.50 ",
" 62,909.50 ",
" 62,718.00 ",
" 62,353.00 ",
" 62,317.50 ",
" 62,176.00 ",
" 61,914.50 ",
" 61,595.00 ",
" 61,271.00 ",
" 61,096.50 ",
" 60,410.00 ",
" 60,207.50 ",
" 59,676.00 ",
" 59,364.50 ",
" 59,031.00 ",
" 58,685.50 ",
" 58,210.00 ",
" 57,618.00 ",
" 57,289.50 ",
" 56,719.00 ",
" 56,284.50 ",
" 55,751.50 ",
" 55,064.50 ",
" 54,668.50 ",
" 54,043.50 ",
" 53,649.50 ",
" 53,130.50 ",
" 52,319.50 ",
" 51,905.50 ",
" 51,384.50 ",
" 50,953.00 ",
" 50,063.00 ",
" 49,618.50 ",
" 49,053.00 ",
" 48,384.00 ",
" 47,886.00 ",
" 47,360.00 ",
" 46,847.50 ",
" 46,100.50 ",
" 45,398.50 ",
" 44,900.00 ",
" 44,286.50 ",
" 43,801.00 ",
" 43,105.50 ",
" 42,536.50 ",
" 41,900.00 ",
" 41,292.00 ",
" 40,736.00 ",
" 40,385.00 ",
" 39,621.50 ",
" 38,808.00 ",
" 38,483.50 ",
" 37,901.00 ",
" 37,293.00 ",
" 36,687.50 ",
" 36,234.50 ",
" 35,609.00 ",
" 34,884.00 ",
" 34,396.50 ",
" 33,926.50 ",
" 33,335.00 ",
" 32,795.50 ",
" 32,265.00 ",
" 31,794.50 ",
" 31,207.00 ",
" 30,512.50 ",
" 29,775.50 ",
" 28,965.00 ",
" 28,230.00 ",
" 27,547.00 ",
" 26,481.00 ",
" 25,903.50 ",
" 25,238.00 ",
" 24,871.50 ",
" 24,158.50 ",
" 23,501.50 ",
" 22,960.00 ",
" 22,401.50 ",
" 21,866.50 ",
" 21,387.50 ",
" 20,758.00 ",
" 20,256.00 ",
" 19,844.00 ",
" 19,293.50 ",
" 18,773.00 ",
" 18,324.00 ",
" 17,948.00 ",
" 17,389.50 ",
" 17,074.50 ",
" 16,774.50 ",
" 16,340.00 ",
" 16,157.50 ",
" 15,918.00 ",
" 15,718.00 ",
" 15,362.00 ",
" 15,201.50 ",
" 14,869.00 ",
" 14,631.50 ",
" 14,255.00 ",
" 14,015.50 ",
" 13,712.00 ",
" 13,477.00 ",
" 13,276.50 ",
" 12,898.50 ",
" 12,687.00 ",
" 12,525.50 ",
" 12,292.50 ",
" 12,009.50 ",
" 11,739.00 ",
" 11,493.00 ",
" 11,340.50 ",
" 11,083.50 ",
" 10,773.00 ",
" 10,617.00 ",
" 10,400.50 ",
" 10,234.00 ",
" 9,968.50 ",
" 9,822.00 ",
" 9,594.50 ",
" 9,417.00 ",
" 9,271.50 ",
" 9,095.50 ",
" 8,831.00 ",
" 8,708.00 ",
" 8,484.00 ",
" 8,311.00 ",
" 8,170.00 ",
" 8,024.50 ",
" 7,794.00 ",
" 7,671.00 ",
" 7,451.50 ",
" 7,338.50 ",
" 7,173.00 ",
" 7,024.50 ",
" 6,935.00 ",
" 6,698.00 ",
" 6,583.00 ",
" 6,457.50 ",
" 6,335.50 ",
" 6,219.50 ",
" 6,075.00 ",
" 5,988.00 ",
" 5,808.50 ",
" 5,689.00 ",
" 5,568.50 ",
" 5,516.50 ",
" 5,367.50 ",
" 5,205.50 ",
" 5,160.50 ",
" 5,041.00 ",
" 4,925.50 ",
" 4,884.50 ",
" 4,751.50 ",
" 4,611.50 ",
" 4,497.50 ",
" 4,412.00 ",
" 4,323.50 ",
" 4,235.00 ",
" 4,208.00 ",
" 4,075.00 ",
" 3,997.50 ",
" 3,885.50 ",
" 3,864.00 ",
" 3,753.50 ",
" 3,704.50 ",
" 3,595.50 ",
" 3,497.50 ",
" 3,396.00 ",
" 3,393.00 ",
" 3,290.00 ",
" 3,178.00 ",
" 3,145.00 ",
" 3,089.50 ",
" 3,033.50 ",
" 2,979.00 ",
" 2,886.00 ",
" 2,833.00 ",
" 2,773.00 ",
" 2,722.00 ",
" 2,668.50 ",
" 2,636.00 ",
" 2,545.50 ",
" 2,504.00 ",
" 2,427.50 ",
" 2,370.50 ",
" 2,324.00 ",
" 2,229.00 ",
" 2,165.50 ",
" 2,115.50 ",
" 2,048.50 ",
" 1,990.00 ",
" 1,947.00 ",
" 1,872.50 ",
" 1,806.50 ",
" 1,773.50 ",
" 1,699.50 ",
" 1,689.50 ",
" 1,619.50 ",
" 1,583.00 ",
" 1,555.50 ",
" 1,520.00 ",
" 1,442.00 ",
" 1,425.50 ",
" 1,387.00 ",
" 1,342.00 ",
" 1,305.00 ",
" 1,258.00 ",
" 1,237.00 ",
" 1,202.50 ",
" 1,193.00 ",
" 1,166.00 ",
" 1,150.00 ",
" 1,139.00 ",
" 1,087.50 ",
" 1,098.50 ",
" 1,060.00 ",
" 1,047.50 ",
" 1,012.00 ",
 989.50 ,
 977.50 ,
 929.00 ,
 915.00 ,
 909.50 ,
 891.50 ,
 864.00 ,
 858.00 ,
 838.00 ,
 817.00 ,
 804.50 ,
 793.50 ,
 780.50 ,
 751.50 ,
 742.50 ,
 726.50 ,
 704.50 ,
 687.50 ,
 689.00 ,
 651.50 ,
 642.50 ,
 640.00 ,
 614.50 ,
 601.50 ,
 592.00 ,
 584.50 ,
 566.50 ,
 553.00 ,
 548.50 ,
 535.00 ,
 525.50 ,
 511.50 ,
 504.50 ,
 490.50 ,
 486.50 ,
 469.50 ,
 467.50 ,
 442.50 ,
 440.00 ,
 430.00 ,
 414.00 ,
 410.50 ,
 406.00 ,
 394.00 ,
 377.50 ,
 381.00 ,
 357.00 ,
 350.50 ,
 343.00 ,
 327.50 ,
 320.50 ,
 312.00 ,
 296.00 ,
 289.50 ,
 292.00 ,
 278.00 ,
 267.00 ,
 260.50 ,
 261.50 ,
 247.00 ,
 245.00 ,
 235.50 ,
 234.00 ,
 224.00 ,
 219.50 ,
 216.00 ,
 210.00 ,
 204.00 ,
 199.50 ,
 196.50 ,
 186.00 ,
 185.00 ,
 176.50 ,
 171.50 ,
 167.00 ,
 164.00 ,
 159.50 ,
 153.00 ,
 146.00 ,
 150.50 ,
 143.50 ,
 141.50 ,
 140.00 ,
 130.50 ,
 129.00 ,
 124.50 ,
 118.00 ,
 120.00 ,
 115.50 ,
 112.00 ,
 108.50 ,
 103.50 ,
 100.00 ,
 98.00 ,
 99.00 ,
 97.00 ,
 97.50 ,
 90.50 ,
 90.50 ,
 84.50 ,
 81.50 ,
 84.00 ,
 77.50 ,
 75.50 ,
 76.00 ,
 71.00 ,
 71.00 ,
 69.50 ,
 67.00 ,
 67.00 ,
 64.50 ,
 63.50 ,
