 329.00 ,414
 291.00 ,560.5
 210.00 ,770.5
 177.00 ,1646.5
 167.00 ,23882
 176.00 ,50063
 186.00 ,72784
 202.00 ,
 218.00 ,
 234.50 ,
 254.00 ,
 271.00 ,
 291.00 ,
 312.00 ,
 338.00 ,
 355.00 ,
 358.50 ,
 354.00 ,
 355.50 ,
 357.50 ,
 353.00 ,
 360.00 ,
 366.50 ,
 371.00 ,
 380.00 ,
 382.00 ,
 392.00 ,
 401.50 ,
 406.50 ,
 414.00 ,
 428.00 ,
 432.50 ,
 438.00 ,
 445.00 ,
 458.00 ,
 466.00 ,
 481.00 ,
 484.00 ,
 496.00 ,
 507.50 ,
 522.50 ,
 529.50 ,
 534.50 ,
 553.00 ,
 560.50 ,
 576.00 ,
 592.50 ,
 600.00 ,
 616.50 ,
 629.50 ,
 640.50 ,
 655.00 ,
 663.50 ,
 682.00 ,
 700.50 ,
 710.00 ,
 728.00 ,
 742.00 ,
 756.50 ,
 770.50 ,
 791.50 ,
 800.50 ,
 827.50 ,
 841.00 ,
 855.00 ,
 882.00 ,
 898.00 ,
 915.00 ,
 946.00 ,
 948.00 ,
 987.00 ,
" 1,002.50 ",
" 1,028.50 ",
" 1,051.50 ",
" 1,076.00 ",
" 1,107.50 ",
" 1,128.00 ",
" 1,151.50 ",
" 1,168.00 ",
" 1,194.00 ",
" 1,224.00 ",
" 1,246.00 ",
" 1,270.50 ",
" 1,337.00 ",
" 1,373.50 ",
" 1,436.50 ",
" 1,477.50 ",
" 1,545.00 ",
" 1,604.00 ",
" 1,646.50 ",
" 1,684.50 ",
" 1,777.00 ",
" 1,838.00 ",
" 1,887.50 ",
" 1,961.50 ",
" 2,020.50 ",
" 2,105.50 ",
" 2,172.00 ",
" 2,261.00 ",
" 2,313.00 ",
" 2,383.00 ",
" 2,462.50 ",
" 2,572.00 ",
" 2,635.00 ",
" 2,754.00 ",
" 2,866.00 ",
" 2,926.50 ",
" 3,042.00 ",
" 3,120.00 ",
" 3,252.00 ",
" 3,369.50 ",
" 3,474.50 ",
" 3,638.50 ",
" 3,745.00 ",
" 3,839.00 ",
" 3,983.50 ",
" 4,148.50 ",
" 4,245.00 ",
" 4,390.50 ",
" 4,532.50 ",
" 4,729.00 ",
" 4,888.00 ",
" 5,074.50 ",
" 5,235.00 ",
" 5,447.50 ",
" 5,592.50 ",
" 5,799.50 ",
" 5,949.00 ",
" 6,178.00 ",
" 6,353.00 ",
" 6,654.50 ",
" 6,828.50 ",
" 7,036.00 ",
" 7,329.50 ",
" 7,546.50 ",
" 7,809.00 ",
" 8,033.50 ",
" 8,296.50 ",
" 8,542.50 ",
" 8,846.00 ",
" 9,161.00 ",
" 9,482.00 ",
" 9,770.00 ",
" 10,095.00 ",
" 10,461.50 ",
" 10,716.00 ",
" 11,197.00 ",
" 11,465.00 ",
" 11,899.50 ",
" 12,245.50 ",
" 12,560.50 ",
" 13,040.50 ",
" 13,421.00 ",
" 13,814.50 ",
" 14,303.00 ",
" 14,606.50 ",
" 14,831.50 ",
" 15,121.50 ",
" 15,258.50 ",
" 15,501.50 ",
" 15,761.50 ",
" 16,072.50 ",
" 16,365.50 ",
" 16,577.00 ",
" 16,773.50 ",
" 17,131.00 ",
" 17,462.00 ",
" 17,777.00 ",
" 18,032.00 ",
" 18,361.50 ",
" 18,757.00 ",
" 19,033.50 ",
" 19,305.50 ",
" 19,881.50 ",
" 20,646.50 ",
" 21,242.50 ",
" 21,850.50 ",
" 22,545.50 ",
" 23,088.50 ",
" 23,882.00 ",
" 24,645.50 ",
" 25,146.00 ",
" 25,895.50 ",
" 26,434.50 ",
" 27,255.50 ",
" 27,899.00 ",
" 28,702.00 ",
" 29,234.00 ",
" 30,139.00 ",
" 30,789.00 ",
" 31,560.50 ",
" 32,457.50 ",
" 33,289.00 ",
" 33,911.50 ",
" 34,901.00 ",
" 35,586.00 ",
" 36,475.00 ",
" 37,390.00 ",
" 38,330.50 ",
" 39,316.00 ",
" 40,243.00 ",
" 41,097.00 ",
" 41,953.50 ",
" 42,857.00 ",
" 43,880.50 ",
" 44,825.00 ",
" 45,875.00 ",
" 46,791.50 ",
" 47,732.00 ",
" 48,927.00 ",
" 49,934.00 ",
" 50,955.00 ",
" 51,786.00 ",
" 52,913.50 ",
" 54,200.00 ",
" 55,077.50 ",
" 56,251.50 ",
" 57,228.00 ",
" 58,310.50 ",
" 59,277.50 ",
" 60,553.00 ",
" 61,479.00 ",
" 62,809.00 ",
" 63,784.00 ",
" 64,799.00 ",
" 65,622.00 ",
" 66,104.00 ",
" 66,328.50 ",
" 66,408.00 ",
" 66,700.50 ",
" 66,781.50 ",
" 67,294.00 ",
" 67,520.00 ",
" 67,700.50 ",
" 68,074.00 ",
" 68,639.00 ",
" 68,484.50 ",
" 68,854.00 ",
" 69,623.00 ",
" 69,912.00 ",
" 69,925.50 ",
" 70,282.50 ",
" 70,379.50 ",
" 70,766.00 ",
" 71,381.50 ",
" 71,362.50 ",
" 71,592.50 ",
" 71,733.50 ",
" 72,035.50 ",
" 72,178.00 ",
" 71,943.50 ",
" 72,212.00 ",
" 72,317.50 ",
" 72,536.00 ",
" 72,722.00 ",
" 72,386.00 ",
" 72,731.50 ",
" 72,672.50 ",
" 72,746.00 ",
" 72,784.00 ",
" 72,627.50 ",
" 72,625.50 ",
" 72,750.00 ",
" 72,571.00 ",
" 72,764.00 ",
" 72,175.50 ",
" 72,410.50 ",
" 72,378.00 ",
" 72,398.00 ",
" 72,062.00 ",
" 72,161.00 ",
" 71,840.00 ",
" 71,683.00 ",
" 71,887.50 ",
" 71,644.00 ",
" 71,227.50 ",
" 71,204.00 ",
" 71,313.50 ",
" 71,078.00 ",
" 70,668.50 ",
" 70,525.00 ",
" 70,186.00 ",
" 70,131.50 ",
" 69,929.00 ",
" 69,564.50 ",
" 69,495.50 ",
" 69,096.50 ",
" 68,781.00 ",
" 68,442.00 ",
" 68,023.00 ",
" 67,604.00 ",
" 67,469.50 ",
" 67,128.50 ",
" 66,492.00 ",
" 66,316.00 ",
" 65,968.00 ",
